gram,*/*,1/*,2/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,1/1:1,2/1:1,2/2:2,3/1:1,3/2:2,3/3:3,4/1:1,4/2:2,4/3:3,4/4:4,5/1:1,5/2:2,5/3:3,5/4:4,5/5:5,6/1:1,6/2:2,6/3:3,6/4:4,6/5:5,6/6:6,7/1:1,7/2:2,7/3:3,7/4:4,7/5:5,7/6:6,7/7:7,8/1:1,8/2:2,8/3:3,8/4:4,8/5:5,8/6:6,8/7:7,8/8:8,9/1:1,9/2:2,9/3:3,9/4:4,9/5:5,9/6:6,9/7:7,9/8:8,9/9:9,*/1:1,*/2:2,*/3:3,*/4:4,*/5:5,*/6:6,*/7:7,*/8:8,*/9:9,*/-9:-9,*/-8:-8,*/-7:-7,*/-6:-6,*/-5:-5,*/-4:-4,*/-3:-3,*/-2:-2,*/-1:-1
K,0.00540513489633885,0.002711882114951267,0.0004501057069544456,0.0007718818145545177,0.015952439039865787,0.010141630682503653,0.007303176233023513,0.0051437239252672224,0.0036976767059861007,0.002714350085783186,0.002711882114951267,0.0005267574137089563,0.0003734540001999348,0.0010746170103495874,0.00031738952993001996,0.0009236389033839456,0.013372764132048258,0.000847779106712226,0.01682093857351834,0.03276827434718432,0.007650881413191472,0.0008921919908396803,0.010164663088345906,0.013392193837978135,0.01860822308216307,0.00437632801299006,0.001265719879605705,0.009235556585474215,0.01892177599778802,0.007437074359291498,0.002582602562991578,0.005991050916026047,0.0007658226924570287,0.0013699141639110473,0.01728711784001449,0.00547611373317915,0.0020180089867301012,0.00309803914455269,0.002548542975727751,0.0009941919332463287,0.0021110222878959165,0.005962264179640108,0.010255831532596064,0.0028993338236631794,0.0018749716613892164,0.002935255253730242,0.006946540638709605,0.00038437747014836846,0.00047730708530473013,0.0049373277086376816,0.004060776152576613,0.0013468220880451188,0.0008138218443271241,0.0015633276735239614,0.0038988501107754723,0.004557453637418704,0.0006271437963123941,0.006171712366693374,0.017083591964553273,0.008998314016403303,0.002111135605495318,0.0017225144718416156,0.00204258895102997,0.0023466236530602343,0.0033211426033103223,0.0017493926248871798,0.0029768273497356125,0.002529363239411105,0.0037868126806652664,0.008453496934628874,0.004717989478808876,0.0052630722338743606,0.008020602045098692
L,0.0406898604777074,0.0052562279981993205,0.002875644490033303,0.01439344598758969,0.04789277152498064,0.054808652250432,0.05637849719713138,0.04863936591768244,0.046967631749612944,0.044114094215047715,0.0052562279981993205,0.002879468888392227,0.0028718200916743796,0.009296348227726991,0.017256115718815114,0.01662787401622696,0.05158180916219091,0.019757749075909832,0.07335080042971351,0.04688072743210831,0.04420130450235797,0.0459008105669837,0.032005755399992696,0.10232734375554506,0.049608047027280576,0.04981189878568817,0.03699396514031864,0.05415399886565519,0.049064932739852955,0.10746262706322667,0.04078356058804667,0.02852503014522739,0.0331338018999805,0.05114481935990076,0.06349065087935507,0.045347563876064735,0.05898715566715309,0.059846539596095524,0.020945899905338093,0.03634947091525465,0.05956618467994482,0.05472182366449036,0.05067328862452426,0.030598241735670082,0.061120256334103805,0.06176588813757751,0.014036741425984076,0.02261073803517448,0.06000951764586923,0.06113140909868337,0.047120115634167015,0.038131507900914345,0.033753314132313555,0.07310467855940023,0.04712882550292312,0.02415451175086452,0.022794896173027816,0.044069384900985505,0.06101405943668746,0.060349724483227646,0.042142994165953324,0.05116825274048736,0.05764157925697593,0.04858406712045717,0.022665806546826282,0.030520355124918488,0.0415704931342683,0.04939343912947768,0.04346617048649704,0.050416675714020136,0.02738240861698988,0.05412759523775046,0.034645457514857966
M,0.02511760599410516,0.006212632282504415,0.009914836081474344,0.010075819430570745,0.04274619794153378,0.019996302155025483,0.031252532930773305,0.025610809792848077,0.027109569041087928,0.02788884383691102,0.006212632282504415,0.016481801844491318,0.0033478703184573718,0.018952150173614807,0.0005822771779636409,0.010693030940133788,0.06851495498070745,0.0007820794029153092,0.04430999134270426,0.05737776603980812,0.04085955399813982,0.013244864403808478,0.024442542265553893,0.016150239456340466,0.005284310651284756,0.06412174300384302,0.008638729424413601,0.051259474760643194,0.0275410392812284,0.018465242888468823,0.017488968226042807,0.04791291852581825,0.01405779936203398,0.040986751988004444,0.029180899113878993,0.01661249373014793,0.010868549154504924,0.01965625667554801,0.05753778480964659,0.021218433769731145,0.046888174109967325,0.025281792180038207,0.02945929518600134,0.01719928598834458,0.013038593083965471,0.006253193201008765,0.038481202651014,0.02951118683347412,0.05995900058280452,0.036726333212676494,0.01806742898510749,0.03708497984134012,0.015407554266215658,0.0038443615782974235,0.011917546581269345,0.03826118596947295,0.008356586314371056,0.03588719893890311,0.03406464958488292,0.016975199131859197,0.02232544660836657,0.02417978514901287,0.014032177389869196,0.009504223248992003,0.03806393614055996,0.04440103796310665,0.038761132792976695,0.039056906353325316,0.027944211185220037,0.04261241418164681,0.015447562617550271,0.015297465796950916,0.01655584323175905
N,0.07233629221774214,0.0056239877260407635,0.09862802838951583,0.0827228065056944,0.04809350103273744,0.04674202053887167,0.060079889978626184,0.06809322734297123,0.0760046408229467,0.0835225789386998,0.0056239877260407635,0.0116207556015103,0.18563530117752136,0.04459291569235146,0.17287915395400244,0.03069634987072931,0.014873585893732194,0.03329870899052339,0.05618425147704855,0.08801745776964562,0.020487251567237436,0.028887894071007274,0.0421415410095716,0.08134327404421873,0.060850142002323304,0.028567169463828444,0.041108842747072674,0.059005765072298835,0.05604003370384634,0.09435462091675591,0.08140290796795491,0.020983273331567773,0.04677862544512872,0.074942862637666,0.05354000701302586,0.051808002850729576,0.15627349743172803,0.07232632269095257,0.020221793416661003,0.06705478194259798,0.0719777543627944,0.05002492781400696,0.06552835414669479,0.10739096962913236,0.13411871079330548,0.09171983447838057,0.019876949406672884,0.08086235987794439,0.08235759657113277,0.044072001710255805,0.06540636841512745,0.08863998210177383,0.06922625313115238,0.20696055102518268,0.09430114820905598,0.022841789804202487,0.10285584261652642,0.05684459388296686,0.0656257323091585,0.06535553180841519,0.10561729921309956,0.07953579108428885,0.12183591288494344,0.12228804794343524,0.060565899546351484,0.06089563812215159,0.05008357758716803,0.04893933201494498,0.05049238709026148,0.04565235058749205,0.05475134818013269,0.10840705546019493,0.09310044523367093
O,0.076406929387264,0.005721306824678519,0.24079459636620248,0.057899558356701845,0.06948887115285284,0.06601540356032436,0.06438084416070909,0.055851224147797876,0.05892125983852419,0.06102884764331084,0.005721306824678519,0.3002194357268776,0.18136975700552735,0.036175770017190134,0.11660456680977871,0.020918338243136693,0.024423631100347253,0.15721022658684639,0.07290904137221109,0.023412585552006628,0.0341380219842097,0.16643985937181188,0.09706499936710437,0.025748701978988108,0.006685435099507747,0.023109448527643055,0.1330902769938966,0.0804340179520824,0.07390599814025936,0.07095881377682778,0.004786509573545359,0.022783578107549635,0.13004516796407847,0.07309919646275997,0.04398500614607458,0.07581867082218346,0.040167573901636965,0.005059375630302034,0.029727766168263017,0.1429702102580777,0.06796829806035973,0.05279955790069607,0.07015248007270769,0.03850832002314882,0.06628756844393612,0.0029558777810043723,0.027897090331549523,0.1608209325529916,0.04855955634204079,0.05577846168980618,0.06531870651245272,0.02538188979080058,0.07762097088637565,0.08573072842484261,0.0021512922589378963,0.076309929632569,0.14977613181534205,0.05970364526768702,0.04527649117695034,0.05603280527401633,0.030440506795770702,0.04343813992849347,0.04434518271281634,0.06300495464421645,0.07540718631082512,0.08135349221331876,0.06845916944957128,0.06825652435482364,0.06627467158766304,0.06693282798711117,0.08165498535279175,0.1230242262471485,0.04176971584142051
P,0.02135891018410595,0.004793209238036895,0.004739320788925734,0.0035284815190997853,0.012474722674574725,0.018078084695072404,0.026210400185203497,0.029761779065783287,0.03209753940648434,0.028197913393756643,0.004793209238036895,0.001122849778891797,0.00835579179895967,0.006776545852830539,0.0009039145999240575,0.0029049841045447585,0.024939778501255946,0.0076976568523117305,0.006908318279563704,0.010353137065167519,0.04952095832375183,0.012852143701859827,0.012779792150855309,0.008400102092090255,0.006837427206804803,0.07530188793638824,0.015521755440307336,0.0223265021223125,0.03071939135339748,0.011434867114871471,0.001957997143943945,0.09064110498778734,0.02018754284217169,0.035660167248438235,0.039106032885162775,0.011829601050268698,0.008468667419955755,0.002439337026698513,0.11584588093296634,0.024448211388996166,0.04700959678160219,0.04533045787574631,0.01525696624606542,0.005688358686203311,0.001984657082790139,0.0012161862575048382,0.10763647537802186,0.019773639031058672,0.05338582230208825,0.03235113457296973,0.01590447178071851,0.007244730987533667,0.012562698041866343,0.0037738249900862186,0.0011484234594665405,0.04318712691755227,0.011523641716332227,0.023482407094495714,0.026402629260683385,0.0124807369516632,0.01033260721829742,0.010373220943551038,0.005723607062037504,0.004313067625487924,0.06907097268789478,0.07326665722052912,0.052849217301309856,0.04082949841178898,0.03297044757717946,0.020354538168467495,0.0109997737104163,0.004627670049983922,0.005414989232446832
Q,0.0012046892068254826,0.001309200035155936,0.0001555262707942441,0.00022556436852547512,0.00012511779824928612,0.0012655871610210865,0.0009193364613341264,0.0016113694707144874,0.002637242575683592,0.002052857210154138,0.001309200035155936,8.329431014406536e-05,0.00022775823144442287,0.0004710094294048032,7.836756280252342e-05,0.00012731611336909873,0.000359441809601899,2.063905240149147e-05,8.706968825898197e-06,0.00011168336216785577,0.0047666207630152075,0.0014344261259205942,5.7825368988107026e-05,5.3266001173988445e-05,1.5797546007535125e-05,0.0017713827016761913,0.0017532436868492936,0.0008753725728024846,0.001100029428009732,0.0,1.5990378667056435e-05,0.005165661407640971,0.0017293953721611859,0.003135113155365461,0.0008496644177756606,0.00039975194205813354,0.0,0.0,0.0072907375110225995,0.0028695035385841792,0.007554767687041261,0.002719512704083115,0.0001894852274794082,0.0004700087021142544,0.0,3.925235143919108e-06,0.006749709075141291,0.0035386095439544196,0.0028547332117619503,0.002747043846212922,0.00047470005676607865,0.0003790815211693808,0.0017318376363811983,0.0,0.0,0.002215164583214159,0.0009783838126885094,0.0015034304832208074,0.0011606829398285187,0.00026846001194997344,0.0012517109121158926,0.0006387075349731546,9.644711493270262e-05,0.00012966521895934065,0.00415867641684899,0.004137200806775392,0.004243430134463099,0.002803780445936838,0.002766635668954189,0.0007750683926304362,0.0004594360903649708,3.892985403072801e-05,0.00012548409643900544
R,0.06279420706085999,0.004359795176053193,0.015211525332347393,0.034862250645100186,0.04913999622004677,0.07944653861633233,0.08049192491684756,0.08265185711341647,0.07910360276899447,0.07246355375865221,0.004359795176053193,0.0012145731507610415,0.029208477513933743,0.0041433886389656985,0.028679399604835967,0.07176396369149889,0.022220105389854018,0.04870682357085758,0.09213927993306657,0.033493775986408916,0.030147184520637412,0.078471008130997,0.08602332913868223,0.08156888517151664,0.12102228611982833,0.058518988213278056,0.06701045681880503,0.11596644861168744,0.04956690702924504,0.08320797802967148,0.10868077079839833,0.055338113463016085,0.09977725489195889,0.1268839602184171,0.05959704537010115,0.06828328254454462,0.09585886579175139,0.07282447751412602,0.0745520678405063,0.1112071016764489,0.08699731025179999,0.06230398086258496,0.10594364431084714,0.07531293693277148,0.0591198259697247,0.057391954307272286,0.05936070683216343,0.09691782838848126,0.0923620995211088,0.07967131372867621,0.10320194385903582,0.08629297704443725,0.02493553557208237,0.07632362677647032,0.03310595210541448,0.028259854313608144,0.05890819027492246,0.09072268077486703,0.05914837299509107,0.10501054104866148,0.09301232810817257,0.053844463623985206,0.059055844754106745,0.03615543938643559,0.07994782746390408,0.08253447652216227,0.0876884388783303,0.0860064692545409,0.07214000961165738,0.06606987394753865,0.04318060290722876,0.054520439465029526,0.05899335798353289
S,0.06512766562623011,0.025554287234577425,0.06229467442417079,0.039549106692162085,0.05596308410868114,0.07439022042179547,0.07513215650393591,0.07414130778029802,0.07163524979281392,0.0707736343471462,0.025554287234577425,0.012427155046166882,0.11216219380217471,0.02872633504493625,0.005424931968304553,0.08449605306324545,0.07078638205575577,0.006847006259261083,0.06751974882122003,0.07869919929848768,0.10423929533738847,0.010006857852107132,0.023844808764418617,0.07929912857587383,0.15456101157918928,0.1421196179771004,0.013436933514761532,0.0647243046429867,0.037820726903631724,0.034962279870463554,0.1577290761146716,0.11070741967776332,0.010199935696703204,0.06485235035843889,0.05518588210177489,0.021058782578891887,0.06465122687377542,0.19233355717473857,0.10490609855310822,0.0076099046591774295,0.08142290655450685,0.05502142299834344,0.04845126350801259,0.030508757304713186,0.05053614117009107,0.19462550359455857,0.10549153736107728,0.012741810718593097,0.07430847609274116,0.049141984089644694,0.04747848592689454,0.07370397282730407,0.05012522770543916,0.029807406444443654,0.1941638079581782,0.0668613461923047,0.028472411290270318,0.0690990751657443,0.06358846784328197,0.06833287485521469,0.08571677660107144,0.10125987690109634,0.087499276152275,0.09356870082836742,0.0814682690267137,0.07042325098051497,0.06339584183412728,0.0713106362617785,0.061038381045790395,0.05377526502893791,0.024764407064705486,0.036836227174340236,0.1290293085716578
T,0.0927556484289489,0.0064614207367400854,0.11052967997251988,0.1492034611557131,0.11220501595044181,0.07929868808965722,0.06909434016388454,0.07077787586896185,0.06933539823545799,0.07981176101290524,0.0064614207367400854,0.14826376371930128,0.07279559622573849,0.36260489952012426,0.009775569489823588,0.07522991445719146,0.20297181736213088,0.003708512668440402,0.08304141150693206,0.1590983222642639,0.13369988755413534,0.051449172941173016,0.049129384697767176,0.06133237204654322,0.10088262320866731,0.051100590027853415,0.03835810645543993,0.09830932678240749,0.09120604611828736,0.04988286869195785,0.08570910290736118,0.04612200406330735,0.024108896787594127,0.07866134156008797,0.12988252316866747,0.06270750265102651,0.055897317897273875,0.09806554495477568,0.03834177599040581,0.03226739280872318,0.08764118962928881,0.08127645377916987,0.10568785635047846,0.06923547955209315,0.08451772215085088,0.05571531562265374,0.04107226911588457,0.03110560507195425,0.0774430824981236,0.0795966614286011,0.0874682991608685,0.16186618154771,0.08729247255196729,0.06719934746026597,0.08526193028077197,0.1597774669605735,0.0314091122922797,0.0779758508952535,0.10526350299275403,0.07798492075996752,0.08745962533332262,0.10669326114850772,0.09669550672506066,0.10032799035970902,0.050649159541195685,0.05311340050930163,0.05681396224836374,0.062084988741026956,0.09011748082756492,0.14406633271246294,0.13336043639342995,0.0707472995885823,0.08970704625889286
U,0.02729701843405106,0.002000069609363729,0.006688741664978196,0.019953249354810947,0.0203090972303021,0.032561398298370174,0.03664604017999744,0.034782469716383754,0.03038769785090439,0.030773521904620106,0.002000069609363729,0.01215341732053161,0.0012240660094247832,0.004478907502270309,0.039613949005821755,0.015766891556340774,0.012302686923418307,0.046424547963507576,0.021340961711484113,0.0011681923227983915,0.021092778111114832,0.03152524147791029,0.07841785880376356,0.03129222746070266,0.00047888563835953664,0.012873317284414364,0.07079679768924663,0.03356824304382357,0.07989356426508575,0.02191637755696953,0.0008279412404447725,0.008971513259492426,0.06837892272205481,0.038315093119744785,0.042066574094238,0.05743221907110718,0.027773007186489132,0.0005399585615599686,0.006094436979201865,0.06759381530436456,0.029088736398390626,0.047783052056524014,0.04662876572844914,0.02466142874414809,0.020891245251865274,0.0003601023442915653,0.010175446068777117,0.060248689019222146,0.029125236723728028,0.04241221134499136,0.056434757296079954,0.02064698686564595,0.03236218164811266,0.02532666465536076,0.00022952351966297783,0.011832432021450073,0.04134192138816391,0.031008378031580304,0.035805977315915345,0.033606704479315935,0.01942181069490708,0.023352961154498458,0.020213712067875568,0.015329597110594126,0.028821012155611208,0.02656622466338319,0.03602460718397291,0.04082140370252947,0.04193897399462024,0.029679335641159068,0.040079671435452505,0.025186149182476542,0.0038850320064656133
V,0.01053251617932296,0.004845671291680695,0.000896594569058053,0.001093974014020304,0.016277143865621287,0.011820094017703495,0.010439740997464406,0.012550076218238233,0.014279050020050203,0.011542699975899039,0.004845671291680695,0.0007287946392144229,0.001064394498901683,0.002339351653499773,0.0004138597692072281,0.0005287106193539109,0.012143033210373204,0.015533416804960018,0.03712728150945564,0.0003048439376962773,0.01112674221673202,0.007547270242303315,0.028520665456568523,0.011815921362561871,8.987081035174844e-05,0.015849325069162822,0.0026046980489008633,0.02392560894104386,0.014477914123698287,0.005612070013699067,0.00016882978828153402,0.01710747848450173,0.005988992600659359,0.020216061319843378,0.018748506035575683,0.01665487434346787,0.008984476502543498,0.00015014424107612313,0.014513570607546477,0.009373749372144784,0.025607680708631782,0.017672504704164912,0.010676111895663212,0.027005397735949174,0.009167137760389727,0.000216247375911545,0.011433440135281112,0.010024088111750554,0.02365786415103404,0.014751747042278239,0.005816002879555093,0.011662822745127317,0.006914114747979572,0.019459708289195354,0.00016451168089007398,0.008240194736107063,0.0057992370747975645,0.02176543906397957,0.011991812300588685,0.008423429550334479,0.01131657317676401,0.005211513037613156,0.00941582353130005,0.006775311672450174,0.017178656142759516,0.015531598392517136,0.01774386288968824,0.0158282216505354,0.0106737775084302,0.013406280982482328,0.013721072837733632,0.01129784026183986,0.0005482726093937404
W,0.01675664190911723,0.002135262907511003,0.008109292720751055,0.029335306736541465,0.040871568319459976,0.02996481886456377,0.0115975161495655,0.013120476567429389,0.004932176700067948,0.0055783443603691476,0.002135262907511003,0.016009393242850847,0.00020919219865126102,0.05442304085138082,0.010443194851404013,0.02313968450683957,0.13970921002763148,0.0028977310489366227,0.008265992224102242,0.012613339977169546,0.11831524231704282,0.005512305201278237,0.00966870366496198,0.012493356232166318,0.0038344869073694884,0.02946396143366322,0.004567621560238742,0.014790821093065334,0.009435991789728109,0.0018061120515222306,0.00952058896917536,0.043061123718294944,0.0018483433561603253,0.01331171071671793,0.023656311003057297,0.003976179772641563,0.0043609930145291406,0.0016286743906045221,0.012807966450006252,0.0024103422786679748,0.00444797899699718,0.004065045530317773,0.008703908845373481,0.004804694818224725,0.0008021407940034466,0.0014153358869527495,0.010013876830870221,0.0035207020906326218,0.003041886049332586,0.007454604874106264,0.004863237835962809,0.018096734682285648,0.000608243965107505,0.0010912205270478532,0.0015145923879768166,0.05497037174248263,0.004191668796486703,0.012359077932440145,0.01107220704033812,0.003922364026947523,0.007588738439826676,0.0011359474333246234,0.0011789488975790222,0.001234722734797435,0.004393426212632767,0.0060453785566164904,0.015280904736589178,0.010033444988520202,0.03350459614371145,0.04378659318528994,0.017785612109773773,0.008411236139989642,0.00821058881214225
X,0.002348568874531159,0.006169597334824075,0.00048435654475816487,0.0013401082128950523,0.0012315303920537861,0.0017799223355150326,0.0025323859395736162,0.0034174937715334137,0.0031027749740141436,0.003911138881513715,0.006169597334824075,0.00036723630626558543,0.0006014767832507443,0.0004234548636324718,0.00018718678301514713,0.0034096829920375383,0.00038265599873220824,0.000793995857560732,0.0030578301728537744,0.0006916395390684296,0.0003263022080317124,0.0024985966359234936,0.004563375449639246,9.035072396718306e-05,0.0014209866600135288,0.00016112064086501514,0.009919000056710077,0.0030014239309757874,0.00032130778477934205,8.199290214675145e-05,0.001709470321964725,3.7424325253783866e-05,0.015063163113464348,0.004232085072959788,0.0007096131172689902,0.000513176737205999,0.0012706659525602774,0.002096328082020708,5.8371099513340494e-05,0.01963134084079965,0.002098036533113328,0.0006178561343722464,0.0004195977833060316,0.0006359941617987354,2.372246863165229e-05,0.0013372807705781674,1.667395465912911e-05,0.029886215053921823,0.0022459490267140304,0.0014503805025047212,0.0002002436655451715,0.0004836698709592731,0.0005272733851875226,0.00017559553619157778,0.0002142489379401854,0.000450906468200902,0.0070269465957188675,0.0031306627383366308,0.000673298886664496,0.0006292354273973897,0.0012762878108366123,0.0010536228335851243,0.0006057063011514771,0.00023099825485583896,0.007569808313298836,0.008614480219238002,0.005356718963764252,0.004358031705094821,0.002887492711541838,0.001254047313070758,0.001048443298556545,0.0007036353991042015,0.0016509628970698747
Y,0.016649800974448417,0.003566457099705715,0.02239502319871495,0.016792079792104755,0.02236885093472762,0.014190795605020753,0.017708673696975565,0.015814028517015556,0.015667705439107515,0.01344286087358565,0.003566457099705715,0.00040457331670780395,0.0443854730807221,0.01812680650759981,0.0008102279125440324,0.03143920495617042,0.01364111493602262,0.004303077912809884,0.0061268563239466715,0.0654043545661313,0.012079941184202692,0.004371487488732603,0.005271129461225393,0.0014249571046162468,0.047806462786326824,0.0017317320813084126,0.01095096484368437,0.011032804054298203,0.0034727728303398393,0.006325394843817941,0.07273837352840463,0.001114105641619138,0.006669015383396878,0.004814686708492339,0.003840207458502127,0.0018234631395867753,0.001513990854555155,0.0909227304329565,0.00205629108595875,0.006947149909775174,0.009194392791354257,0.0011628969445198838,0.010684623659629142,0.004607252011421228,0.0019667414395105106,0.08872229567069118,0.000983622687741884,0.006502103169178221,0.0023866898789523553,0.0018664058448721109,0.003666050460595039,0.005599453091233276,0.002924402739546105,0.0006147677775683576,0.0964422522125835,0.007632079380799839,0.012111862218179349,0.012971213396208398,0.01816485755054027,0.015537911417468648,0.020952535108153016,0.030999575518855505,0.03208816043040987,0.03923849876979451,0.0030775041211233245,0.0037214825063427237,0.0030356828909156434,0.004776627530604417,0.006937802508170223,0.00831800877801758,0.0073152637686135225,0.002163840795658034,0.060022494548563815
Z,0.0008995069366664322,0.001139031660907891,0.00014110678396015932,0.00014585189619185728,0.0008454164697916745,0.0006488718827679373,0.0007739638412605562,0.0008346317288567376,0.0009232764767591365,0.001237194647819185,0.001139031660907891,0.0001488709973523712,0.00013334257056794743,0.0001965337919568799,2.867860324060224e-05,0.00021234329337808974,0.0011560946580265999,8.990288871901503e-05,0.0017161896013767673,0.0004194787310443156,0.00037473006028101405,0.0002086146893312433,0.0011273744144662805,0.001037799535766651,0.0004958407139944973,0.0004673921237515645,8.13309498775398e-05,0.0011952418375306398,0.0017599421469488162,0.0007349231946823514,0.0004049527947724259,0.0006702762448463355,9.558448145970535e-05,0.001069642107775516,0.0012512846922298373,0.0011537849372211674,0.0011936780589191344,0.00040817157954546704,0.00033247603970253955,2.4987237466895858e-05,0.0003873764218893624,0.0007533827474591817,0.00239728809625399,0.0021726413134162312,0.0009833274802784244,0.0003347324776064668,0.0003312649821699944,2.140247728715337e-05,0.0007809325357176348,0.0015601148933455447,0.0009186686550172283,0.001062511613694845,0.003438429905133586,0.002578159840655648,0.00044326692735103146,0.0004517300116959299,9.727472735828558e-05,0.0008467907468032885,0.0009510689776005525,0.0011034557806524254,0.0010619467284586068,0.002663972163833445,0.003102723190228521,0.002227533135042648,0.0002692836640993056,0.0004917580332615556,0.0009293185196864535,0.0020794075416278135,0.0005396254831436311,0.0012391014211292429,0.0014690130699408588,0.0008076733114732642,0.00032503466221819324
