,*/*,2/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,2/1:2,3/1:2,3/2:3,4/1:2,4/2:3,4/3:4,5/1:2,5/2:3,5/3:4,5/4:5,6/1:2,6/2:3,6/3:4,6/4:5,6/5:6,7/1:2,7/2:3,7/3:4,7/4:5,7/5:6,7/6:7,8/1:2,8/2:3,8/3:4,8/4:5,8/5:6,8/6:7,8/7:8,9/1:2,9/2:3,9/3:4,9/4:5,9/5:6,9/6:7,9/7:8,9/8:9,*/1:2,*/2:3,*/3:4,*/4:5,*/5:6,*/6:7,*/7:8,*/8:9,*/9:10,*/-9:-8,*/-8:-7,*/-7:-6,*/-6:-5,*/-5:-4,*/-4:-3,*/-3:-2,*/-2:-1,nMin1
CX,7.645853744898269e-06,0.002092542516519441,3.886074499113507e-05,1.5156158061777066e-05,0.0,0.0,0.0,0.0,0.0,0.002092542516519441,4.635236478549891e-05,0.0,3.648067134337964e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264334256794407e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.695444022724447e-06,9.626772577805442e-06,2.8297749736282548e-05,C
CY,0.010258508141341187,0.004052974270425134,0.0017133739663199058,0.0020499812049244595,0.008424238528135891,0.021456598613852743,0.004657155980294304,0.010879378965614759,0.013213565170849012,0.004052974270425134,0.0005621573961783413,0.00768499756573128,0.0010871476975629945,0.002670537546385459,0.0027378677234786344,0.01001034805839168,0.0,0.0,0.009124325021868307,0.00576123478129367,0.000714058195249544,0.0003416205588994413,0.0003017184951136374,0.08229620076115303,0.002826632782788371,0.0007314943289973896,0.0018989128310999963,0.0002771736090181757,0.0001512678451792092,0.02118568781901326,0.006037888208117701,0.00044386957390472583,0.0013019723628506842,0.0005213392149249252,0.0001804822152522233,0.0,0.06569146293880117,0.003783429161561299,0.001664503403151038,0.001321374840196701,0.0006730581489783981,0.001031345158443718,0.0010702818106409812,0.00013265790628344328,0.13041302908073696,0.004323139275195473,0.0010842161171641064,0.0018569035109213623,0.003778150429123699,0.025779041480755806,0.007554044811661887,0.029846978296157907,0.05182951592170766,0.06628346451708453,0.0029238739955738126,0.004451100578305719,0.0023141802491564527,0.0028746970221048902,0.0045375352019682135,0.0008375595967144728,0.0002441122715209705,0.040368335633040105,C
CZ,0.0001796636533028465,0.0010067129577766567,0.0,0.00032648993285690485,0.00042953355084087867,0.00021783227770731214,3.627873810615008e-05,4.982248926510252e-05,0.0,0.0010067129577766567,0.0,0.0,0.00073382096918343,0.0,3.9050725799859545e-05,0.001099563874505513,0.0,0.0,0.0,0.0003401764678535996,0.0009293509045206061,0.0,0.0,0.0,9.645830853798537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2629584403929574e-05,0.0,0.0,0.00016202540593595035,0.0001829061115870609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045395857878160567,0.0002131946782710958,1.4124401122074398e-05,0.0,0.0,3.29946661035082e-05,7.735126490861212e-05,3.2853712111281176e-05,0.00018445824434082289,2.2848229413505627e-05,0.0,4.8906272447399e-05,0.00013451286208090941,0.00040092303337460074,0.00018319646275051334,2.821818569548143e-05,5.957783594121073e-05,C
DA,0.06895457684432106,0.012524875014890349,0.2477614851874731,0.15207916599123747,0.07798256003010312,0.06405525057713393,0.035651235499488315,0.0587184818415341,0.052675641190080474,0.012524875014890349,0.26642836880170073,0.07126350773663587,0.24318983965703353,0.07228081747190984,0.012012997591068645,0.1686501355491203,0.07436261150965971,0.07143754625667645,0.012586804113491288,0.09157466645923813,0.006971994677948915,0.021305689999273503,0.05070130653125976,0.10937016741659543,0.04275833410368618,0.06390045694685438,0.024960019544285866,0.02446804637928709,0.05077776424322158,0.029529189960476668,0.05931187834415575,0.020117039216083963,0.029351169902941617,0.03731694211957478,0.13216637823772026,0.06000771456588018,0.014390939041227381,0.028960467664180804,0.0036441843088538045,0.011904377859717437,0.05153352092654463,0.1633163354638064,0.09957497724532698,0.06434194909756802,0.013661156006169906,0.09674414604672409,0.036999278226797584,0.028929026401604073,0.03584649087030781,0.12511180409528247,0.06813380007999335,0.051917398093853144,0.0675665879327187,0.11757528032433756,0.028253459626768066,0.049957086374017835,0.033575026925699775,0.09001684316508037,0.09943946588367368,0.11405518187505838,0.10071654554191312,0.02709175709953269,D
DB,0.00126574967988439,0.00339890325123564,0.0013022694205906322,0.0002770960375085026,0.0001368390358035974,3.336624245048354e-05,0.0009549638142636956,0.004340120709157557,0.0012878729066346847,0.00339890325123564,0.0007951742997567877,0.006096924224895776,0.0002638106845341566,0.0021356129456392738,0.0,0.00037602834648418513,0.00031297960260226037,0.0,4.792978336385506e-05,0.0,0.0,8.580392790197756e-05,5.522404494962964e-05,0.0,0.0,0.0,0.002019759182528072,0.0024224498895807126,0.0012216048056022336,0.0,0.0,0.0,0.0008237176318105034,0.02520773900551343,0.00010377144888654513,0.0,0.0,0.0,0.0,0.0002175009068662231,0.009412871679138226,0.0037701471448686207,0.0,0.0,0.0,0.00038500060568196577,0.0005829178975663454,0.0003049189352559912,0.005326731457640103,0.0017210301890740682,0.0002851440973947853,0.00043634410000340635,0.0,0.0,0.00010821159630484814,0.00031645482490397225,0.00034753044508200595,0.0020551445738632807,0.007161716047069017,0.0005700779635582054,0.0003507731910543045,0.0007476246645265199,D
DC,0.0011498403608352205,0.011285344602750097,0.00400078471142744,0.0004094461118634634,2.8166121988996766e-05,4.039143742689336e-05,0.00018476394384418015,0.00038504661805667826,0.0018065661031721335,0.011285344602750097,0.0014692918885502429,0.027936400982618455,3.178195323220762e-05,0.003284272392930047,0.0005802069168496456,0.0,0.0,8.37416857754678e-05,0.0,0.0,0.0004670736730068406,9.966682306143429e-05,0.0,0.0,0.0,0.0,0.00011324224647189321,0.0007108148753150358,0.0,0.0,0.0,0.0,0.0002151738188071447,0.0020255313256001104,0.0001284526619184349,0.0,0.0,0.0,0.0,0.0026132130920896845,0.0023111395819680213,0.01857878778893456,0.0,0.0,0.0,0.0009624503266412548,0.00197321627081946,0.0004899048190488317,0.0007701085724247814,0.006306148284711817,0.0,0.0,0.0,0.0,0.000980844645673286,0.002364480342828685,0.0006447318763957583,0.0010427406289664418,0.0022029508629231465,0.0001733706216890189,0.0004119636292964673,0.002730709583788072,D
DD,0.01951386691749875,0.0012622686477656389,0.04168305180333001,0.007829158674471244,0.020637640704608322,0.03906200110302791,0.020612677803639123,0.025838573769530748,0.011899729888227139,0.0012622686477656389,0.0018383673225552352,0.4184200780985728,0.0,0.09909379619267844,0.006267596145187534,0.0,0.24606140242055724,0.011674779044713174,0.00011127609416654787,0.0,0.09970621050010878,0.16453161075977832,0.0006718269928383245,0.0,0.0,0.19088053209870498,0.07768271324754977,0.010534457040314965,0.00041432229170703327,0.00010974045370417794,0.0,0.20769060786305213,0.08218433454323995,0.006128242945695296,0.009619324506542466,0.0,0.0,0.0,0.11071108944216963,0.020095719209815795,0.0036806105063205696,0.0043303255116286885,0.00897170658469294,0.00027395189286998724,0.0,0.0002527472547985053,0.17186015602653662,0.047330633781022584,0.0037135618891802466,0.004280746144803373,0.002678991526252496,0.0009420474113943808,0.0025858810251155823,0.0,0.024985422484257405,0.014559763620481796,0.026259182021900883,0.02982145871318931,0.019556180492460027,0.03907426290814074,0.006250930718764149,0.010771264342640696,D
DE,0.34910073960863713,0.24600953372120088,0.11113836006866437,0.36490572682541506,0.39713839399228457,0.38169831065095716,0.35536275645918586,0.36910388330870625,0.30874222513276633,0.24600953372120088,0.11971744948916754,0.030021877940142976,0.1586542246029031,0.5265721165967956,0.6850371207531369,0.2780441949422014,0.32688894291351406,0.7011222044333069,0.19781784827316343,0.4050179982232104,0.05061669581706664,0.3187781583002237,0.5002915591419705,0.2637685949861043,0.5322113472787734,0.023676234961684535,0.22142719885468876,0.19512520605796177,0.600908826670765,0.3071281592324917,0.37967564040483026,0.27621349866681083,0.13680143426712718,0.3868338650717468,0.10296389275869391,0.8052208318957594,0.45561882104682366,0.4099027458816057,0.0623582080841019,0.17611324335195055,0.23825560317951786,0.20315021056654559,0.23005805108306826,0.5220576393160968,0.3473541997871673,0.3490568325063399,0.19222287500486496,0.44801681961271844,0.2938211862194427,0.25807080881207817,0.4373551673334949,0.3476991588328605,0.3872053843468552,0.3120904623893144,0.39110447612993854,0.31752474663195085,0.3810616946761526,0.27740575888122115,0.2946520136488629,0.20087742827757674,0.5223802226455109,0.34202081639368753,D
DF,0.0012682952388157278,0.0014700727088321477,0.002510040319852582,0.00011002841221093135,0.0,2.1696240134825446e-05,0.0023198356013505866,0.0021523547649617333,0.0009221812705641705,0.0014700727088321477,0.0008420979008922976,0.01828066757262918,0.00011674768877393781,0.000366646604231846,5.741127688176093e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00010273328688117162,0.0,0.0,0.0,0.0,0.008513742264505618,0.0055416360306123486,0.0,0.0,0.0,0.0,0.0011278797046377828,0.006663753336108589,0.00584923905768749,0.0,0.0,0.0,0.0,0.0014919978638928213,0.0023517155668394685,0.006458957138643884,0.0004603256227032576,0.0,0.0,0.00019756646398527686,0.0011120712395473397,0.0011892729308908315,0.002597283365831921,0.006632844841554054,0.00010852302043465732,0.00014320763332847605,0.00017053140305688295,0.0,0.00017303112110925094,0.000541605018291241,0.003311177586404198,0.0008051038505501866,0.00359134759471547,0.0018822594490443888,0.00017906251986036866,0.0006760857199254211,D
DG,0.014151425761903756,0.0008179346377313507,0.00023870296769016713,0.009191998381373051,0.020758609396547882,0.020777614584532197,0.0068901167333286495,0.010067726183733184,0.03620428932382515,0.0008179346377313507,6.912537524442595e-05,0.0018420826590299364,0.0,0.15666218213373345,0.0008635129768208955,0.0,0.05618119771035441,0.05039923817524737,0.0,0.0,0.0028089124418819752,0.06393311033997802,0.02593342469199034,0.0,0.0,0.00028912191215721503,0.03207001358373109,0.012833976155961107,0.0007161164034880501,0.0,0.0,0.0014158167024035562,0.06525624475187475,0.005593635181532665,0.0023142422164965895,0.005939530889734623,0.0,0.0,0.0016281157072319309,0.04229199757108603,0.002553835121486635,0.000412093516695887,0.0009067933017276711,0.3293894651109756,0.0,6.618726872021221e-05,0.021429029042673423,0.03420541588164373,0.009618806716396956,0.001171769634541178,0.0017727736531847967,0.13172250991774148,0.003599847958699368,0.1410323572742671,8.884598804292654e-05,0.0019609244844556654,0.008272104946020417,0.013848138309733263,0.007236436262865131,0.01679227636014076,0.049409043599777845,0.0003748229986258933,D
DH,0.0024823514674369783,0.0007767643825600781,0.0011057371582363414,0.0008356531235299495,0.0004889311402397466,0.0043656162847926444,0.0016730903712684475,0.003996503739013362,0.005877468220918022,0.0007767643825600781,0.0006318775192482346,0.005586145865195824,0.0006173592463938614,0.004438586769168835,0.0006216320353614608,0.000617808275646681,0.0004864021158736991,0.0006347305843532054,0.0002376008689249145,0.001361706989833453,0.015278050211259936,0.0030767491737737494,0.009216076789908921,0.0004929687321365178,0.0001593353423436535,0.01159485897435982,0.0030745132182182604,0.002533552796993848,0.0009865621250364873,0.0,0.0,0.019947567809610267,0.0006230234758192356,0.014815823302210299,0.0008379970281883673,0.0,0.0002640566520361553,0.0,0.021620212607996053,0.0006319843724117613,0.004761907241678202,0.05231261141513381,9.173528425734829e-05,0.0,0.0,0.00043603870165562144,0.010051180087717696,0.001361896059745757,0.00560519302896933,0.007541957158855197,0.000255708622072066,5.653296761123704e-05,0.000261774011114159,0.0,0.00044182300742345604,0.003060392778941069,0.002800349664175063,0.0025251915747936957,0.009899126785004733,0.001243734526363943,0.0024328729588716687,0.0004976205522360184,D
DI,0.22501411908662988,0.020068857096675958,0.3770169068644286,0.045937878423009004,0.0569210074247982,0.13249965620884535,0.2196991337171693,0.2574052733154244,0.35803244756247204,0.020068857096675958,0.4138070280759179,0.029161200567002422,0.07139220468850946,0.03463560263333266,0.00503578250013783,0.0622060967909175,0.03783985728812544,0.1045758257707206,0.008094204225959734,0.13779813000999663,0.2450154361683585,0.28394758911703255,0.04918542766556142,0.0015314056057911978,0.2371255339434941,0.20022149107838158,0.26338319983140035,0.44718233496212195,0.020960444223941232,0.0016138936888072035,0.36663729806868406,0.024168001519799497,0.45666290273557825,0.12584828218530345,0.4048293906634358,0.052918639996152685,0.007128485427655774,0.4925453278450947,0.054144470032647773,0.39445544478166983,0.3389018141129484,0.23762286884057277,0.5463933590599886,0.01340325321123815,0.004174310889837657,0.27402508092885197,0.06844407174100112,0.23754389037773835,0.19891394918651717,0.21346957236733796,0.18991178806927417,0.12788018017264888,0.18307338749734905,0.07145921011616213,0.4221628645972796,0.3503735244710417,0.2670525625370761,0.2549876750951223,0.15187708622669116,0.30326286498728566,0.12948308136349618,0.00805194155882517,D
DJ,0.0021826827220620924,0.0011648601498811468,0.0007409589824383255,4.560159951836658e-05,3.323472516386374e-05,0.001504076648420758,0.0006425592705494689,0.004584409375942817,0.00276658544021866,0.0011648601498811468,6.921954615921656e-05,0.007092348658798822,0.0,0.0,0.0001294859192759117,0.0,0.0,9.881132775728067e-05,0.0,9.872469217046103e-05,0.03547793137359527,0.0,0.0,0.0,0.0,0.012933201766255247,0.0,0.00012210826192888394,0.0,0.0,0.00020759808262241138,0.06881576362135998,0.0,0.0002841653599649496,0.0,0.0,0.0,0.0,0.037763460418553434,0.0,0.0007235765941600847,0.0,0.0,0.0,0.0,0.00012728871174042458,0.03453409176215681,4.571098735408598e-05,0.00040887931019497963,0.00028792694026655074,0.0,0.0,0.0,0.0,0.0090616776527739,0.004622069043219859,0.008019255977178253,0.0010738754544687978,0.001855628525277372,2.2897823375017396e-05,3.611954400416257e-05,0.00038881214390825656,D
DK,0.00015369004079017576,0.0005970605991686679,0.00014075442641783693,0.0,0.00017819872705185762,0.00010939469111242612,0.0,7.306883148603837e-05,0.0,0.0005970605991686679,0.0,0.0014716070793516147,0.0,0.0,0.0,0.0,0.0,0.0005298088892817629,0.0,0.0,0.0010040671306526096,0.0003211019550143144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047465276860663114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3925754628374556e-05,0.00017498127862321933,0.00016679022858720707,0.0005041192440578344,0.00014768660684460555,5.9003407799748204e-05,0.0,0.0,0.0,0.0010874957508357932,7.193707736890008e-05,0.0,0.0,5.0582624673902027e-05,0.0001068714682212478,0.00011967354611220986,0.000138232970769324,D
DL,0.014761688650621056,0.0025798513281420706,0.0034744801326159276,0.002603935513683984,0.004852543899696853,0.042912480952843265,0.021429571455975453,0.016355712506558453,0.008562177896158357,0.0025798513281420706,0.0019266216553400187,0.01810969703679731,3.7776915941470746e-05,0.04182891923735684,0.000592128070762407,0.0,0.008977369138767698,0.01247575880598659,0.00014534487969255206,0.0,0.0031707700895682862,0.007971162262534902,0.14887090045006593,0.0,0.0,0.0,0.020235776574328547,0.033188940223677646,0.09879340225742375,0.0,0.0,0.004884419926219668,0.002462747632231612,0.05058615237713958,0.005273964144989313,0.04354584353511307,0.0,0.0,0.0,0.004749295481422123,0.02793350631178804,0.020136360403742667,0.00207969604559376,0.03484040589296235,0.0,0.0003625915434378795,0.006861663297856372,0.006610428842215342,0.04966814126247559,0.026117146731499626,0.014895267432096362,0.013885610670132466,0.04240119744332126,0.06282123699209587,0.0003486924511240989,0.0007785520692381239,0.00341743841603779,0.004731828474523272,0.0215324767976103,0.008724800705812245,0.06044827349509581,0.001008762217539965,D
DM,0.008296756984426215,0.0024067242795008646,0.002095776668997592,0.0003201307113909558,0.0042578363359173504,0.0035636867408895107,0.005703224345267958,0.006831946952135149,0.009864138977628886,0.0024067242795008646,0.0012609926916626111,0.009988775128348941,0.00015317956326946954,0.002889912467024435,0.0001863691124465703,0.0,0.06168893910432531,0.00015197217273876882,7.997166668251271e-05,0.00026562049023297113,0.06915955286230453,0.0028688259931418125,0.0,0.0,0.0,0.07070812421330035,0.0038318281560622285,0.006464980814214447,0.0031043356532326647,0.0,0.0,0.0739780804903824,0.0003342059485493426,0.006394678943131822,0.005909143660205791,0.0,0.0,0.0,0.07749054624038733,0.0013983303139115811,0.0040023453502878005,0.05283217360202365,0.0,0.0,0.0,0.00033881227542723334,0.10610099660580838,0.0010259770203289232,0.003109479044267106,0.01406055954874717,6.669671809346013e-05,0.005988222852837212,0.0,0.0,0.010601490659706312,0.009590278406964465,0.010980325814265134,0.008301694596207691,0.011452446620708288,0.005090961957924797,0.0006676720438932336,0.0007026173281487519,D
DN,0.003455048064343474,0.000810825061648568,0.014832843555215993,0.0010149210155462347,0.0003806564519769331,0.004097509173467933,0.003218279113969724,0.006318084819733622,0.0027058274115280283,0.000810825061648568,0.014041087432262388,0.022319007674711396,0.00010686475892785529,0.011637122073929506,0.0008278487245469277,0.00014829270675353196,0.0007016853098894498,0.00014907781100568444,0.0007370694852993435,0.0,0.0003576650262419931,0.01904647554100384,5.3243342662599126e-05,0.00038474298380545267,0.0001825734262243425,0.0003718493331848947,0.02041114733076354,0.0028796399506498937,0.0008878083943084282,0.0,5.400000886160398e-05,0.0,0.013255807781128703,0.027891911527755407,0.000269668145626215,0.0,0.0,0.0,0.0,0.013734369248558522,0.0010088255542860017,0.018730847519600007,0.00038854066038532584,0.0,0.0,0.0013330131387426225,0.0024767309405647033,0.007602794923852842,0.0052481702388343385,0.0028699692787862315,0.00171084830567575,0.002498839625364116,0.009367455773236007,0.0020772802028923443,0.00018464012258211367,0.0005673890083437043,0.002302490915524636,0.0027571767948266555,0.015752609194315963,0.003474534632191791,0.0032828714363931353,0.0010095534905953274,D
DO,0.08591970123468078,0.6474156607157179,0.04661624365970511,0.23809790077387435,0.058622297162916094,0.09516989549195666,0.0643361558991602,0.04997915644667864,0.03780231927462684,0.6474156607157179,0.04976413337137282,0.016852509185880944,0.3947435221218483,0.030017674748258314,0.008702501261935343,0.17945183793558933,0.07424911582042887,0.012299042567692726,0.005542878407815901,0.09699927119176834,0.03256614326522885,0.013043128392056643,0.1974778461769923,0.019595479482097233,0.06251829453960318,0.15215618487364926,0.03633956035159105,0.047389814790573755,0.1844180550579383,0.013381434696984317,0.10322003517405699,0.05822590548453341,0.018611369435470933,0.015946484276784294,0.0234681575009214,0.025855863057460918,0.06396118783000349,0.050928245055656754,0.007938341517170181,0.06269682042494049,0.01702682606045024,0.07620406932782142,0.02827788999094914,0.015992707875910072,0.008647628763347896,0.1596281288730153,0.05098628347101367,0.021915075661213857,0.06073175484668301,0.06728583236020991,0.022155799762978323,0.03294956759803848,0.033288311642743644,0.014515895705934029,0.05582364713800987,0.06635637320520692,0.05007030621389887,0.06810033783958905,0.07173503659041768,0.13809642472745487,0.0791976315944179,0.12529921175816383,D
DP,0.0007908788332969836,0.0015447412316744987,0.006806274572828593,0.0003601235074249808,7.05405239759789e-05,2.0090829279432077e-05,0.00034831782885397266,0.0004475772230786397,0.0002848489125235672,0.0015447412316744987,0.001081061992382137,0.060938954767754565,0.00011204327624580913,0.0008846611903047433,0.0006920046153834285,0.0,0.0,0.00020972650745249726,0.0,0.0,0.0,9.513154884064632e-05,0.0,0.0,0.0,0.0,0.0005977565542539297,0.000187794118662962,0.002087014999257436,0.0,0.0,0.0,0.002570733895037082,0.0008365450942858472,0.0,0.0,0.0,0.0,0.0,0.0012287517291841217,0.0013431924997236186,0.0005070254869204255,0.0,0.0,0.0,0.00022319061710281894,0.003678257886184953,0.0006147669542774873,0.0005553032417004519,0.004014640536897302,0.0,5.388364708459196e-05,0.0,0.0,0.0,0.0010918328339493601,0.0007236141455364716,0.0025291140587909463,0.0003405751294596809,9.149407409326927e-05,0.0004874187171822987,0.0017592475122006235,D
DQ,0.00032259438106322464,0.00023898310639774628,0.0,0.0,0.0,0.0,0.0,0.0,5.911363902478363e-05,0.00023898310639774628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005575597729387056,0.0,0.0,0.0,0.0,1.758198967838542e-05,0.0,0.0,0.0019406713789999874,0.0,0.0,0.0,0.0,0.0,0.004984904581338294,3.648445664969464e-05,0.0,8.180323146435287e-05,0.0,0.0,0.0,4.229611534343593e-05,D
DR,0.03900354044624142,0.011327981186245733,0.029490614344718693,0.03492853144844858,0.06827626736180958,0.028152150331976523,0.05531633174653058,0.06985291316811378,0.01990116600345954,0.011327981186245733,0.02954714617188549,0.028956098066439964,0.0586835887448513,0.001048888281704837,0.0005155657502558063,0.24474521542478608,0.001325555993295209,0.009575020472793261,4.993994523564865e-05,0.056657025641202265,0.015830252872518265,0.029046087668302318,0.004959551329966183,0.0,0.09054575243327634,0.013215858880095972,0.10691939050279912,0.061269510169420456,0.01030518464689438,0.0,0.060657413592996444,0.005499993948475778,0.031080405059348597,0.0414993752371131,0.2616674031783234,0.002705156840852165,0.0,0.005960863218425574,0.0011468043146835418,0.09910760263186698,0.02099100701965843,0.05246712637341218,0.012391962797661875,0.010203701614278898,0.0014292842580825248,0.05578190855456003,0.007392870124321794,0.03145929649709949,0.022957990640086967,0.09723983099449048,0.00538904434086793,0.009561898880715972,0.012410805072822776,0.022034083320079265,0.009180015621189147,0.040353627668001206,0.06017600335414977,0.04141939145155453,0.10462342745564125,0.06922288150753032,0.011397704510871414,0.002814526652153558,D
DS,0.0576315835967929,0.001981854922759277,0.02095177462010979,0.035173144576075656,0.19457644011758687,0.05764934912248802,0.09494533687061288,0.02224239813732971,0.034471809169072026,0.001981854922759277,0.0027257246479482273,0.19328160875228165,0.0,0.0004976177096234208,0.099794118091085,6.209400803142967e-05,0.001030627493194384,0.008649501772012798,0.5796435221844685,0.0,0.001310281808364485,0.008348554504878036,0.002886183623071645,0.4646147904295259,0.0,0.0,0.0040505733530904215,0.0058702681845908475,0.0009329446631554624,0.4843034861194793,0.0,0.003959897088059607,0.001632629316667791,0.02397282830424903,0.00769018045101755,0.00030641717061443514,0.35482866001245383,0.0,0.001591183703336324,0.007326902218169052,0.06669737121009985,0.013016775660935558,0.0018221160783882717,0.0,0.5395098540813975,0.00038768786746148557,0.014052990362873392,0.022841621029243274,0.14458426149813158,0.09958297137589821,0.1435294652874356,0.08160352711621292,0.20184290722089754,0.22406216872609577,0.0016300024497974644,0.0013458407979206346,0.006441453688418096,0.012205634248912871,0.011869321820836045,0.004292712294973666,0.0032703597506524144,0.3373173611850536,D
DT,0.0013217294911347748,0.0018736545035219197,0.00216320641723794,0.00034963234077520916,0.0035984862088295987,0.0007194597567066216,0.001995961435830222,0.00044374314283313564,0.0015273360355511367,0.0018736545035219197,0.0011978040078381102,0.011291220294999788,5.6614884830692274e-05,0.005196943854433315,6.0567377965335426e-05,0.00013419958574926143,0.0,0.009193809309688886,0.0014237730278767301,0.0,0.0,0.001202982714140367,6.513365807429207e-05,0.0037771899731711216,0.0,0.0,0.0024329428790849372,8.352837227203006e-05,0.009359707239050932,0.0033640481492110894,0.0,0.0,0.0,0.0001550360549565638,0.00012526980831895556,0.0,0.008547329127234663,0.0,0.0,0.0,0.0,0.00020532977592536568,0.0,0.008397552643405538,0.014806176898597792,0.000260295116997923,0.0011117285351941307,0.0024567317168308856,0.0004474047116282147,0.0033487171087212353,0.0009549706735867795,0.005671823838040894,0.006611462413821234,0.003840937162138046,4.29227304579819e-05,0.00022064721876775793,0.00012344718455363596,0.00019631981935017877,0.00047578220826949015,0.0003555570919919145,0.004088812113896096,0.0030653768345181697,D
DU,0.06776479959081937,0.027433308756940063,0.08058825426888815,0.041303851027892406,0.021612384012676542,0.09100591673743164,0.05851715518911834,0.06219737617643517,0.07979821301643344,0.027433308756940063,0.08839776882126818,0.006748209414406507,0.06840876083784,0.005242427060606231,0.001619926753332131,0.041151584130858024,0.09405755471020368,0.006462581180477589,0.006487995461761993,0.20621922012358407,0.0974671285024831,0.056033476812529195,0.008398816027604283,0.00039163001721518795,0.017237496736377027,0.014143722419187559,0.16288347586679072,0.13426937626350674,0.014001751369460615,0.0002172317961196915,0.015128314047035261,0.05020109429606039,0.1522162641850271,0.18374713618715532,0.03186463664982655,0.0032773295745175497,0.00037449195676220583,0.005244446832113677,0.3992106385810969,0.15584655589172455,0.1941512098559772,0.047799325979164184,0.06847668244741638,0.001099373344694537,0.002596989488884757,0.05103234628791129,0.1111498824578627,0.07034878865422917,0.10128151836520796,0.022020378420605898,0.06364375735328053,0.16291729224315313,0.024105213583435973,0.025079187825483462,0.0158993309584134,0.09422792570334805,0.10201287239353317,0.16315064794165743,0.12784591424214287,0.08811333415463916,0.024081896000015583,0.007027304624430766,D
DV,0.008696588242572146,0.0006579958469256505,0.0019387377758542277,9.302475905484552e-05,7.627366149028148e-05,0.007677365342980892,0.010195388150123313,0.011821710758935625,0.01593364562643653,0.0006579958469256505,0.0011108813106452875,0.009766235645804552,9.487760425160724e-05,0.0,0.00010490057389993352,5.715708119204534e-05,0.0004381469486344136,0.0,9.504854152368382e-05,0.0001864510479655192,0.1837977658634184,0.0,0.0,0.0,0.0,0.21508296009266312,0.0,0.0,0.0,0.0,0.0,0.18146696727425943,0.00018376598347998046,0.0,0.0,0.0,0.0,0.0,0.21950971658651766,0.0,0.0007332680458469152,0.003063866996500965,0.0,0.0,0.0,0.00018427151807598414,0.1380445921936553,3.846594539675557e-05,0.00045727974322026105,0.005288519419501077,6.152352082488622e-05,0.00010991046831711948,0.0,0.0,0.01785913203377411,0.02822200317276951,0.020497680059119932,0.015662723647496296,0.009551897287279102,4.605537815321639e-05,0.00022147129978296746,0.0003755295107496349,D
DW,0.0037257245302668926,0.0006856960587471264,0.0005163994109841009,0.0,0.0034117012438293366,0.0078597479201134,0.003630866077722173,0.006811314321576351,0.0036449675902750912,0.0006856960587471264,0.000203946734919653,0.00347068286365663,0.0,0.0,0.0,0.009391222168989164,0.01356914331603321,0.0,0.0,0.0023909332392444927,0.13799347357773045,0.006161960879653468,0.0,0.0,0.0012967419583603055,0.02239663262269655,0.006698093187989463,0.005874315998776271,0.0,0.0,0.006161869186570961,0.0004265302188159845,0.0021433972625887706,0.023932144572769508,0.00436982457806245,0.0,0.0,0.0023994916004332753,0.0012430284552535464,0.002304229020544189,0.010250724367509144,0.01998645511782018,0.0,0.0,0.0,0.0022133849322129545,0.016833581077783006,0.002214355394350063,0.0068373064037868985,0.004196765630839402,0.0009736627256187476,0.00016745471942081303,0.0,0.0,0.00189505778456378,0.005604246485486022,0.0020495926988308415,0.005357810486961912,0.01852138406296432,0.0031233140113905307,4.065992292453866e-05,0.00019815453693134775,D
DX,2.0984231981367514e-05,0.0006928404231650066,4.49434071445347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0006928404231650066,0.0,0.00046988956445136583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0972277298050095e-05,2.777934070763537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013301894208095312,D
